event_id,event_name,event_date,club_id,artist_id,artist_name,day
1384382,Trance Sanctuary 9th Birthday (Daytime),2020-03-21,237,alanbanks,Alan Banks,Sat
1384382,Trance Sanctuary 9th Birthday (Daytime),2020-03-21,237,marklandragin,Mark Landragin,Sat
1384382,Trance Sanctuary 9th Birthday (Daytime),2020-03-21,237,amywiles,Amy Wiles,Sat
1354102,Picnic 8th Birthday with Laurine & Cecilio (Slow Life) + Christian AB & Quest,2020-03-14,237,laurine,Laurine,Sat
1354102,Picnic 8th Birthday with Laurine & Cecilio (Slow Life) + Christian AB & Quest,2020-03-14,237,cecilio,Cecilio,Sat
1354102,Picnic 8th Birthday with Laurine & Cecilio (Slow Life) + Christian AB & Quest,2020-03-14,237,christianbrowne,Christian AB,Sat
1354102,Picnic 8th Birthday with Laurine & Cecilio (Slow Life) + Christian AB & Quest,2020-03-14,237,questit,Quest (IT),Sat
1354102,Picnic 8th Birthday with Laurine & Cecilio (Slow Life) + Christian AB & Quest,2020-03-14,237,trulymadly,Truly Madly,Sat
1354102,Picnic 8th Birthday with Laurine & Cecilio (Slow Life) + Christian AB & Quest,2020-03-14,237,andyluff,Andy Luff,Sat
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,237,crissycriss,Crissy Criss,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,237,bladerunner-de,Bladerunner,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,237,mickyfinn-uk,Micky Finn,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,237,aphrodite,Aphrodite,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,237,nickyblackmarket,Nicky Blackmarket,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,237,eksman,Eksman,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,237,ic3,IC3,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,237,annix,Annix,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,237,criticalimpact,Critical Impact,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,237,dminds,D*Minds,Fri
1388438,Sundays at fabric: Leftback with Giuliano Lomonte,2020-03-08,237,giulianolomonte,Giuliano Lomonte,Sun
1388438,Sundays at fabric: Leftback with Giuliano Lomonte,2020-03-08,237,dudleystrangeways,Dudley Strangeways,Sun
1388438,Sundays at fabric: Leftback with Giuliano Lomonte,2020-03-08,237,annieerrez,Annie Errez,Sun
1388438,Sundays at fabric: Leftback with Giuliano Lomonte,2020-03-08,237,lukeblack,Luke Black,Sun
1354101,fabric: Enzo Siragusa (All Night Long) & Luigi Madonna (All Night Long),2020-03-07,237,enzosiragusa,Enzo Siragusa,Sat
1354101,fabric: Enzo Siragusa (All Night Long) & Luigi Madonna (All Night Long),2020-03-07,237,luigimadonna,Luigi Madonna,Sat
1371844,"Forms: Oliver Koletzki, Super Flu & Grum",2020-03-06,237,oliverkoletzki,Oliver Koletzki,Fri
1371844,"Forms: Oliver Koletzki, Super Flu & Grum",2020-03-06,237,superflu,Super Flu,Fri
1371844,"Forms: Oliver Koletzki, Super Flu & Grum",2020-03-06,237,aidandoherty,Aidan Doherty,Fri
1371844,"Forms: Oliver Koletzki, Super Flu & Grum",2020-03-06,237,grum,Grum,Fri
1371844,"Forms: Oliver Koletzki, Super Flu & Grum",2020-03-06,237,stereounderground,Stereo Underground,Fri
1354098,fabric: Kruder & Dorfmeister (All Day Long),2020-03-01,237,kruder-dorfmeister,Kruder & Dorfmeister,Sun
1382173,Sundays at fabric: Traumer (All Night Long),2020-03-01,237,traumer,Traumer,Sun
1348245,"Collisions: Craig Richards B2B Binh, Margaret Dygas & DJ Bone",2020-02-29,237,craigrichards,Craig Richards,Sat
1348245,"Collisions: Craig Richards B2B Binh, Margaret Dygas & DJ Bone",2020-02-29,237,binh,Binh,Sat
1348245,"Collisions: Craig Richards B2B Binh, Margaret Dygas & DJ Bone",2020-02-29,237,margaretdygas,Margaret Dygas,Sat
1348245,"Collisions: Craig Richards B2B Binh, Margaret Dygas & DJ Bone",2020-02-29,237,hamid,Hamid,Sat
1348245,"Collisions: Craig Richards B2B Binh, Margaret Dygas & DJ Bone",2020-02-29,237,djbone,DJ Bone,Sat
1348245,"Collisions: Craig Richards B2B Binh, Margaret Dygas & DJ Bone",2020-02-29,237,umwelt,Umwelt,Sat
1348245,"Collisions: Craig Richards B2B Binh, Margaret Dygas & DJ Bone",2020-02-29,237,fauxnaif,Faux Naif,Sat
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,237,totalscience,Total Science,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,237,bryangee,Bryan Gee,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,237,l-side,L-Side,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,237,drumsoundbasslinesmith,Drumsound & Bassline Smith,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,237,mcgq,MC GQ,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,237,ic3,IC3,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,237,lowqui,LowQui,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,237,artificialintelligence,Artificial Intelligence,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,237,zerot,Zero T,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,237,djron,DJ Ron,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,237,kennyken,Kenny Ken,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,237,2shy,2SHY,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,237,decibella,Decibella,Fri
1379000,Sundays at fabric: Rave Rabbit,2020-02-23,237,ajchristou,AJ Christou,Sun
1379000,Sundays at fabric: Rave Rabbit,2020-02-23,237,dexterkane,Dexter Kane,Sun
1379000,Sundays at fabric: Rave Rabbit,2020-02-23,237,on-off,On-Off,Sun
1348244,fabric: Apollonia (All Night Long) & Claude VonStroke (4 Hour Set),2020-02-22,237,apollonia,Apollonia,Sat
1348244,fabric: Apollonia (All Night Long) & Claude VonStroke (4 Hour Set),2020-02-22,237,danghenacia,Dan Ghenacia,Sat
1348244,fabric: Apollonia (All Night Long) & Claude VonStroke (4 Hour Set),2020-02-22,237,dyedsoundorom,Dyed Soundorom,Sat
1348244,fabric: Apollonia (All Night Long) & Claude VonStroke (4 Hour Set),2020-02-22,237,shonky,Shonky,Sat
1348244,fabric: Apollonia (All Night Long) & Claude VonStroke (4 Hour Set),2020-02-22,237,claudevonstroke,Claude VonStroke,Sat
1348244,fabric: Apollonia (All Night Long) & Claude VonStroke (4 Hour Set),2020-02-22,237,cici,Cici,Sat
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,237,moodiiswing,Mood II Swing,Fri
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,237,prunk,Prunk,Fri
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,237,chrisstussy,Chris Stussy,Fri
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,237,djoko,DJOKO,Fri
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,237,jamesdexter,James Dexter,Fri
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,237,jadenthompson,Jaden Thompson,Fri
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,237,tommyvercetti,Tommy Vercetti,Fri
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,237,sucasa,SUCASA,Fri
1371827,Sundays at fabric: Decay x Bread and Butter,2020-02-16,237,nickcurly,Nick Curly,Sun
1371827,Sundays at fabric: Decay x Bread and Butter,2020-02-16,237,davidedecay,Davide Decay,Sun
1371827,Sundays at fabric: Decay x Bread and Butter,2020-02-16,237,max.,Max.,Sun
1371827,Sundays at fabric: Decay x Bread and Butter,2020-02-16,237,lagosse,La Gosse,Sun
1371827,Sundays at fabric: Decay x Bread and Butter,2020-02-16,237,daisybelle,Daisybelle,Sun
1371827,Sundays at fabric: Decay x Bread and Butter,2020-02-16,237,jamesoconnell,James O'Connell,Sun
1348240,"fabric: Rhadoo, Sahau (Live) & Pleasure Club",2020-02-15,237,rhadoo,Rhadoo,Sat
1348240,"fabric: Rhadoo, Sahau (Live) & Pleasure Club",2020-02-15,237,danandrei,Dan Andrei,Sat
1348240,"fabric: Rhadoo, Sahau (Live) & Pleasure Club",2020-02-15,237,kozo,Kozo,Sat
1348240,"fabric: Rhadoo, Sahau (Live) & Pleasure Club",2020-02-15,237,matteomanzini,Matteo Manzini,Sat
1348240,"fabric: Rhadoo, Sahau (Live) & Pleasure Club",2020-02-15,237,bobby,Bobby.,Sat
1348240,"fabric: Rhadoo, Sahau (Live) & Pleasure Club",2020-02-15,237,Mariiin,Mariiin,Sat
1348240,"fabric: Rhadoo, Sahau (Live) & Pleasure Club",2020-02-15,237,lukaswigflex,Lukas Wigflex,Sat
1348240,"fabric: Rhadoo, Sahau (Live) & Pleasure Club",2020-02-15,237,alext,Alex T,Sat
1354095,All Day I Dream of fabric,2020-02-09,237,leeburridge,Lee Burridge,Sun
1354095,All Day I Dream of fabric,2020-02-09,237,gorjehewek,Gorje Hewek,Sun
1354095,All Day I Dream of fabric,2020-02-09,237,izhevski,Izhevski,Sun
1354095,All Day I Dream of fabric,2020-02-09,237,lostdesert,Lost Desert,Sun
1371838,Sundays at fabric: WetYourSelf! 13th Birthday,2020-02-09,237,jacobhusley,Jacob Husley,Sun
1371838,Sundays at fabric: WetYourSelf! 13th Birthday,2020-02-09,237,peterpixzel,Peter Pixzel,Sun
1348237,"fabric: Mathew Jonson B2B Sebastian Mullaert (Extended Live), Terry Francis B2B Anna Wall",2020-02-08,237,mathewjonson,Mathew Jonson,Sat
1348237,"fabric: Mathew Jonson B2B Sebastian Mullaert (Extended Live), Terry Francis B2B Anna Wall",2020-02-08,237,sebastianmullaert,Sebastian Mullaert,Sat
1348237,"fabric: Mathew Jonson B2B Sebastian Mullaert (Extended Live), Terry Francis B2B Anna Wall",2020-02-08,237,terryfrancis,Terry Francis,Sat
1348237,"fabric: Mathew Jonson B2B Sebastian Mullaert (Extended Live), Terry Francis B2B Anna Wall",2020-02-08,237,annawall,Anna Wall,Sat
1348237,"fabric: Mathew Jonson B2B Sebastian Mullaert (Extended Live), Terry Francis B2B Anna Wall",2020-02-08,237,olivermoon,Oliver Moon,Sat
1366239,"Forms: Claptone (All Night Long), Waze & Odyssey, Wheats",2020-02-07,237,claptone,Claptone,Fri
1366239,"Forms: Claptone (All Night Long), Waze & Odyssey, Wheats",2020-02-07,237,wazeodyssey,Waze & Odyssey,Fri
1366239,"Forms: Claptone (All Night Long), Waze & Odyssey, Wheats",2020-02-07,237,wheats,Wheats,Fri
1366239,"Forms: Claptone (All Night Long), Waze & Odyssey, Wheats",2020-02-07,237,lindseymatthews,Lindsey Matthews,Fri
1343762,La Roux (Live),2020-02-06,237,laroux,La Roux,Thu
1340662,La Roux (Live),2020-02-05,237,laroux,La Roux,Wed
1367873,Sundays at fabric: The Ghost (All Night Long),2020-02-02,237,theghost,The Ghost,Sun
1348234,"fabric: Function, Volvox, Voiski (Live) & Jay Clarke",2020-02-01,237,function,Function,Sat
1348234,"fabric: Function, Volvox, Voiski (Live) & Jay Clarke",2020-02-01,237,volvox,Volvox,Sat
1348234,"fabric: Function, Volvox, Voiski (Live) & Jay Clarke",2020-02-01,237,voiski,Voiski,Sat
1348234,"fabric: Function, Volvox, Voiski (Live) & Jay Clarke",2020-02-01,237,jayclarke,Jay Clarke,Sat
1341480,"FABRICLIVE: Spearhead Presents, Flexout Audio & Soulvent Records",2020-01-31,237,alixperez,Alix Perez,Fri
1341480,"FABRICLIVE: Spearhead Presents, Flexout Audio & Soulvent Records",2020-01-31,237,etherwood,Etherwood,Fri
1341480,"FABRICLIVE: Spearhead Presents, Flexout Audio & Soulvent Records",2020-01-31,237,bcee,BCee,Fri
1341480,"FABRICLIVE: Spearhead Presents, Flexout Audio & Soulvent Records",2020-01-31,237,sweetpea,Sweetpea,Fri
1341480,"FABRICLIVE: Spearhead Presents, Flexout Audio & Soulvent Records",2020-01-31,237,cleveland,Cleveland,Fri
1341480,"FABRICLIVE: Spearhead Presents, Flexout Audio & Soulvent Records",2020-01-31,237,lxone,LX one,Fri
1341480,"FABRICLIVE: Spearhead Presents, Flexout Audio & Soulvent Records",2020-01-31,237,fre4knc,Fre4knc,Fri
1341480,"FABRICLIVE: Spearhead Presents, Flexout Audio & Soulvent Records",2020-01-31,237,arkaik,Arkaik,Fri
1341480,"FABRICLIVE: Spearhead Presents, Flexout Audio & Soulvent Records",2020-01-31,237,philth,Philth,Fri
1341480,"FABRICLIVE: Spearhead Presents, Flexout Audio & Soulvent Records",2020-01-31,237,amoss,Amoss,Fri
1341480,"FABRICLIVE: Spearhead Presents, Flexout Audio & Soulvent Records",2020-01-31,237,survey,Survey,Fri
1341480,"FABRICLIVE: Spearhead Presents, Flexout Audio & Soulvent Records",2020-01-31,237,joeraygun,Joe Raygun,Fri
1341480,"FABRICLIVE: Spearhead Presents, Flexout Audio & Soulvent Records",2020-01-31,237,dilemma,Dilemma,Fri
1368018,Sundays at fabric: Our House with Leon & Andrea Giudice,2020-01-26,237,leonitaly,Leon,Sun
1368018,Sundays at fabric: Our House with Leon & Andrea Giudice,2020-01-26,237,andreagiudice,Andrea Giudice,Sun
1368018,Sundays at fabric: Our House with Leon & Andrea Giudice,2020-01-26,237,danielorpi,Daniel Orpi,Sun
1348231,"Collisions: Craig Richards, Ricardo Villalobos & DJ Stingray",2020-01-25,237,craigrichards,Craig Richards,Sat
1348231,"Collisions: Craig Richards, Ricardo Villalobos & DJ Stingray",2020-01-25,237,ricardovillalobos,Ricardo Villalobos,Sat
1348231,"Collisions: Craig Richards, Ricardo Villalobos & DJ Stingray",2020-01-25,237,saoirse,Saoirse,Sat
1348231,"Collisions: Craig Richards, Ricardo Villalobos & DJ Stingray",2020-01-25,237,djstingray,DJ Stingray,Sat
1348231,"Collisions: Craig Richards, Ricardo Villalobos & DJ Stingray",2020-01-25,237,radioactiveman,Radioactive Man,Sat
1348231,"Collisions: Craig Richards, Ricardo Villalobos & DJ Stingray",2020-01-25,237,afuture,A-Future,Sat
1353595,Big Fish Little Fish Ultimate Family Rave,2020-01-25,237,2badmice,2 Bad Mice,Sat
1353595,Big Fish Little Fish Ultimate Family Rave,2020-01-25,237,chrisinperspective,Chris Inperspective,Sat
1360675,"Forms: Seb Zito (Garage Set), Matt Jam Lamont, Instinct & James Puentes",2020-01-24,237,sebzito,Seb Zito,Fri
1360675,"Forms: Seb Zito (Garage Set), Matt Jam Lamont, Instinct & James Puentes",2020-01-24,237,mattjamlamont,Matt Jam Lamont,Fri
1360675,"Forms: Seb Zito (Garage Set), Matt Jam Lamont, Instinct & James Puentes",2020-01-24,237,jamespuentes,James Puentes,Fri
1364321,Sundays at fabric: EYA Records x Where We Met,2020-01-19,237,re-up,Re-UP,Sun
1364321,Sundays at fabric: EYA Records x Where We Met,2020-01-19,237,riccardopiazza,Riccardo Piazza,Sun
1348230,"fabric: Prins Thomas, DJ Sotofett & Bobby",2020-01-18,237,prinsthomas,Prins Thomas,Sat
1348230,"fabric: Prins Thomas, DJ Sotofett & Bobby",2020-01-18,237,djsotofett,DJ Sotofett,Sat
1348230,"fabric: Prins Thomas, DJ Sotofett & Bobby",2020-01-18,237,bobby,Bobby.,Sat
1341479,FABRICLIVE: Stanton Sessions & Punks Music,2020-01-17,237,stantonwarriors,Stanton Warriors,Fri
1341479,FABRICLIVE: Stanton Sessions & Punks Music,2020-01-17,237,dannybyrd,Danny Byrd,Fri
1341479,FABRICLIVE: Stanton Sessions & Punks Music,2020-01-17,237,markarcher,Mark Archer,Fri
1341479,FABRICLIVE: Stanton Sessions & Punks Music,2020-01-17,237,shadowchild,Shadow Child,Fri
1341479,FABRICLIVE: Stanton Sessions & Punks Music,2020-01-17,237,thenextmen,The Nextmen,Fri
1341479,FABRICLIVE: Stanton Sessions & Punks Music,2020-01-17,237,plumpdjs,Plump DJs,Fri
1341479,FABRICLIVE: Stanton Sessions & Punks Music,2020-01-17,237,freestylers,Freestylers,Fri
1341479,FABRICLIVE: Stanton Sessions & Punks Music,2020-01-17,237,mafiakiss,Mafia Kiss,Fri
1341479,FABRICLIVE: Stanton Sessions & Punks Music,2020-01-17,237,aurbs,Aurbs,Fri
1360583,Sundays at fabric: Alter Ego with Hostox,2020-01-12,237,hostox,Hostox,Sun
1360583,Sundays at fabric: Alter Ego with Hostox,2020-01-12,237,malu,Mälu,Sun
1360583,Sundays at fabric: Alter Ego with Hostox,2020-01-12,237,marcelinawick,Marcelina Wick,Sun
1360583,Sundays at fabric: Alter Ego with Hostox,2020-01-12,237,jaymedvedeva,Jay Medvedeva,Sun
1360583,Sundays at fabric: Alter Ego with Hostox,2020-01-12,237,ollyvanc,Olly Vanc,Sun
1360583,Sundays at fabric: Alter Ego with Hostox,2020-01-12,237,moxiaolin,moxiaolin,Sun
1348227,"fabric: DeWalta & Shannon (Live), John Dimas, Digby & Harry Mccanna",2020-01-11,237,dewalta,DeWalta,Sat
1348227,"fabric: DeWalta & Shannon (Live), John Dimas, Digby & Harry Mccanna",2020-01-11,237,mikeshannon,Mike Shannon,Sat
1348227,"fabric: DeWalta & Shannon (Live), John Dimas, Digby & Harry Mccanna",2020-01-11,237,johndimas,John Dimas,Sat
1348227,"fabric: DeWalta & Shannon (Live), John Dimas, Digby & Harry Mccanna",2020-01-11,237,digby,Digby,Sat
1348227,"fabric: DeWalta & Shannon (Live), John Dimas, Digby & Harry Mccanna",2020-01-11,237,harrymccanna,Harry McCanna,Sat
1341478,"FABRICLIVE: Jungle Mania, Audioporn Records & B4 x Twisted Fusion",2020-01-10,237,djrap,DJ Rap,Fri
1341478,"FABRICLIVE: Jungle Mania, Audioporn Records & B4 x Twisted Fusion",2020-01-10,237,kennyken,Kenny Ken,Fri
1341478,"FABRICLIVE: Jungle Mania, Audioporn Records & B4 x Twisted Fusion",2020-01-10,237,nickyblackmarket,Nicky Blackmarket,Fri
1341478,"FABRICLIVE: Jungle Mania, Audioporn Records & B4 x Twisted Fusion",2020-01-10,237,theraggatwins,Ragga Twins,Fri
1341478,"FABRICLIVE: Jungle Mania, Audioporn Records & B4 x Twisted Fusion",2020-01-10,237,shimon,Shimon,Fri
1341478,"FABRICLIVE: Jungle Mania, Audioporn Records & B4 x Twisted Fusion",2020-01-10,237,bladerunner-de,Bladerunner,Fri
1341478,"FABRICLIVE: Jungle Mania, Audioporn Records & B4 x Twisted Fusion",2020-01-10,237,trimer,Trimer,Fri
1341478,"FABRICLIVE: Jungle Mania, Audioporn Records & B4 x Twisted Fusion",2020-01-10,237,funsta,Funsta,Fri
1341478,"FABRICLIVE: Jungle Mania, Audioporn Records & B4 x Twisted Fusion",2020-01-10,237,apollo84,Apollo 84,Fri
1341478,"FABRICLIVE: Jungle Mania, Audioporn Records & B4 x Twisted Fusion",2020-01-10,237,daf,DAF,Fri
1341478,"FABRICLIVE: Jungle Mania, Audioporn Records & B4 x Twisted Fusion",2020-01-10,237,aleciahanna,Alecia Hanna,Fri
1341478,"FABRICLIVE: Jungle Mania, Audioporn Records & B4 x Twisted Fusion",2020-01-10,237,lauraharvey,Laura Harvey,Fri
1341478,"FABRICLIVE: Jungle Mania, Audioporn Records & B4 x Twisted Fusion",2020-01-10,237,forester,Forester,Fri
1358781,Sundays at fabric: She Made Invites RA+RE,2020-01-05,237,aghnes,Aghnes,Sun
1358781,Sundays at fabric: She Made Invites RA+RE,2020-01-05,237,ethel,Ethel,Sun
1363411,"fabric: JoeFarr, Hypah, Fred Asquith & More",2020-01-04,237,joefarr,JoeFarr,Sat
1363411,"fabric: JoeFarr, Hypah, Fred Asquith & More",2020-01-04,237,hypah,Hypah,Sat
1363411,"fabric: JoeFarr, Hypah, Fred Asquith & More",2020-01-04,237,FredAsquith,Fred Asquith,Sat
1363411,"fabric: JoeFarr, Hypah, Fred Asquith & More",2020-01-04,237,kodah,Kodah,Sat
1363411,"fabric: JoeFarr, Hypah, Fred Asquith & More",2020-01-04,237,niamh,Niamh,Sat
1348222,Forms: Deborah De Luca (All Night Long),2020-01-03,237,deborahdeluca,Deborah De Luca,Fri
1333507,"fabric NYE 2019: Kölsch, Joris Voorn & Ryan Elliott",2019-12-31,237,kolsch,Kolsch,Tue
1333507,"fabric NYE 2019: Kölsch, Joris Voorn & Ryan Elliott",2019-12-31,237,jorisvoorn,Joris Voorn,Tue
1333507,"fabric NYE 2019: Kölsch, Joris Voorn & Ryan Elliott",2019-12-31,237,terryfrancis,Terry Francis,Tue
1333507,"fabric NYE 2019: Kölsch, Joris Voorn & Ryan Elliott",2019-12-31,237,ryanelliott,Ryan Elliott,Tue
1333507,"fabric NYE 2019: Kölsch, Joris Voorn & Ryan Elliott",2019-12-31,237,kangdingray,Kangding Ray,Tue
1333507,"fabric NYE 2019: Kölsch, Joris Voorn & Ryan Elliott",2019-12-31,237,jayclarke,Jay Clarke,Tue
1353141,Sundays at fabric: Nonstop with Piero Pirupa,2019-12-29,237,pirupa,Pirupa,Sun
1353141,Sundays at fabric: Nonstop with Piero Pirupa,2019-12-29,237,andreagiudice,Andrea Giudice,Sun
1353141,Sundays at fabric: Nonstop with Piero Pirupa,2019-12-29,237,loran,Loran,Sun
1353141,Sundays at fabric: Nonstop with Piero Pirupa,2019-12-29,237,brunofornaro,Bruno Fornaro,Sun
1344202,"Forms: Jan Blomqvist (Live), Oliver Schories & Sinàl",2019-12-27,237,janblomqvist,Jan Blomqvist,Fri
1344202,"Forms: Jan Blomqvist (Live), Oliver Schories & Sinàl",2019-12-27,237,oliverschories,Oliver Schories,Fri
1344202,"Forms: Jan Blomqvist (Live), Oliver Schories & Sinàl",2019-12-27,237,sinal,Sinàl,Fri
1346437,Sundays at fabric: Music Related,2019-12-22,237,samwolf-uk,Sam Wolf,Sun
1346437,Sundays at fabric: Music Related,2019-12-22,237,nickysahota,Nicky Sahota,Sun
1346437,Sundays at fabric: Music Related,2019-12-22,237,rickysahota,Ricky Sahota,Sun
1346437,Sundays at fabric: Music Related,2019-12-22,237,benmurphy,Ben Murphy,Sun
1346437,Sundays at fabric: Music Related,2019-12-22,237,lukehazell,Luke Hazell,Sun
1346437,Sundays at fabric: Music Related,2019-12-22,237,elliottowen,Elliott Owen,Sun
1319283,Garage Nation 22nd Year Birthday Celebration,2019-12-21,237,norrisdabosswindross,Norris Da Boss Windross,Sat
1319283,Garage Nation 22nd Year Birthday Celebration,2019-12-21,237,djcartier,DJ Cartier,Sat
1319283,Garage Nation 22nd Year Birthday Celebration,2019-12-21,237,scottgarcia,Scott Garcia,Sat
1319283,Garage Nation 22nd Year Birthday Celebration,2019-12-21,237,mikedelinquent,Mike Delinquent,Sat
1319283,Garage Nation 22nd Year Birthday Celebration,2019-12-21,237,mcdt,MC DT,Sat
1319283,Garage Nation 22nd Year Birthday Celebration,2019-12-21,237,samsupplier,Sam Supplier,Sat
1319283,Garage Nation 22nd Year Birthday Celebration,2019-12-21,237,sheninamara,Shenin Amara,Sat
1319283,Garage Nation 22nd Year Birthday Celebration,2019-12-21,237,kirkpaten,Kirk Paten,Sat
1319283,Garage Nation 22nd Year Birthday Celebration,2019-12-21,237,marcus-nasty,Marcus Nasty,Sat
1344199,"Forms: Romare, Session Victim (Live) & TSHA",2019-12-20,237,romare,Romare,Fri
1344199,"Forms: Romare, Session Victim (Live) & TSHA",2019-12-20,237,sessionvictim,Session Victim,Fri
1344199,"Forms: Romare, Session Victim (Live) & TSHA",2019-12-20,237,tsha,TSHA,Fri
1323417,fabric XX: The Finale with Sasha (All Day Long),2019-12-15,237,sasha,Sasha,Sun
1316116,"KNTXT: Charlotte de Witte, 999999999 & Matrixxman",2019-12-14,237,charlottedewitte,Charlotte de Witte,Sat
1316116,"KNTXT: Charlotte de Witte, 999999999 & Matrixxman",2019-12-14,237,999999999,999999999,Sat
1316116,"KNTXT: Charlotte de Witte, 999999999 & Matrixxman",2019-12-14,237,amotik,Amotik,Sat
1316116,"KNTXT: Charlotte de Witte, 999999999 & Matrixxman",2019-12-14,237,anastasiakristensen,Anastasia Kristensen,Sat
1316116,"KNTXT: Charlotte de Witte, 999999999 & Matrixxman",2019-12-14,237,matrixxman,Matrixxman,Sat
1316116,"KNTXT: Charlotte de Witte, 999999999 & Matrixxman",2019-12-14,237,onyvaa-fr,ONYVAA,Sat
1293297,FABRICLIVE: Deep Medi Musik & Scotch Bonnet,2019-12-13,237,mala,Mala,Fri
1293297,FABRICLIVE: Deep Medi Musik & Scotch Bonnet,2019-12-13,237,commodo,Commodo,Fri
1293297,FABRICLIVE: Deep Medi Musik & Scotch Bonnet,2019-12-13,237,egoless,Egoless,Fri
1293297,FABRICLIVE: Deep Medi Musik & Scotch Bonnet,2019-12-13,237,dubkasm,Dubkasm,Fri
1293297,FABRICLIVE: Deep Medi Musik & Scotch Bonnet,2019-12-13,237,compa,Compa,Fri
1293297,FABRICLIVE: Deep Medi Musik & Scotch Bonnet,2019-12-13,237,samba,Samba,Fri
1293297,FABRICLIVE: Deep Medi Musik & Scotch Bonnet,2019-12-13,237,mungoshifi,Mungo's Hi Fi,Fri
1293297,FABRICLIVE: Deep Medi Musik & Scotch Bonnet,2019-12-13,237,irationsteppas,Iration Steppas,Fri
1293297,FABRICLIVE: Deep Medi Musik & Scotch Bonnet,2019-12-13,237,evalazarus,Eva Lazarus,Fri
1341000,Sundays at fabric: Inermu x Cyclic Records,2019-12-08,237,mihaipopoviciu,Mihai Popoviciu,Sun
1341000,Sundays at fabric: Inermu x Cyclic Records,2019-12-08,237,jamesdexter,James Dexter,Sun
1341000,Sundays at fabric: Inermu x Cyclic Records,2019-12-08,237,toman,Toman,Sun
1316113,"fabric: RPR Soundsystem (All Night Long), Maayan Nidam & Cosmin TRG",2019-12-07,237,rprsoundsystem,RPR Soundsystem,Sat
1316113,"fabric: RPR Soundsystem (All Night Long), Maayan Nidam & Cosmin TRG",2019-12-07,237,rhadoo,Rhadoo,Sat
1316113,"fabric: RPR Soundsystem (All Night Long), Maayan Nidam & Cosmin TRG",2019-12-07,237,petreinspirescu,Petre Inspirescu,Sat
1316113,"fabric: RPR Soundsystem (All Night Long), Maayan Nidam & Cosmin TRG",2019-12-07,237,raresh,Raresh,Sat
1316113,"fabric: RPR Soundsystem (All Night Long), Maayan Nidam & Cosmin TRG",2019-12-07,237,maayannidam,Maayan Nidam,Sat
